Sr No.,Text,Emotion,StartTime,EndTime
2116,"Oh, damn! I got it on my pants.",anger,"0:15:49,031","0:15:51,242"
2117,"Here, I'll get it.",neutral,"0:15:51,242","0:15:52,177"
2118,We'd better take these pants off upstairs or that stain's gonna set.,neutral,"00:16:01,335","00:16:03,586"
2119,Yep.  I'm gonna wear these on our date tonight.,joy,"0:16:03,754","0:16:05,506"
2120,"Oh, great!",surprise,"0:16:05,506","0:16:07,062"
2121,"Okay, bye!  Oh my God!!",joy,"00:16:08,092","00:16:10,677"
2122,That was unbelievable!,surprise,"0:16:11,887","0:16:13,306"
2124,"Yeah, wow, sorry Rach.",sadness,"0:16:14,723","0:16:16,350"
2125,I don't believe they're brother and sister.,surprise,"0:16:16,350","0:16:17,992"
2126,They're brother and sister!!!,surprise,"0:16:17,992","0:16:18,186"
2127,Action!,neutral,"00:17:58,243","00:17:59,535"
2128,I found the picture!,anger,"00:18:11,006","00:18:12,799"
2129,What picture?!,surprise,"00:18:13,342","00:18:15,426"
2130,The picture of my wife! In your pack!,anger,"00:18:16,553","00:18:19,597"
2131,You went through my personal property?,anger,"00:18:20,265","00:18:22,934"
2132,Why do have a picture of Paulette in your pack?!,anger,"00:18:24,311","00:18:27,814"
2133,"Because Vincent, we were lovers.  For two years!",anger,"00:18:31,068","00:18:37,532"
2134,Cut! Wonderful!,joy,"00:18:37,741","00:18:40,451"
2135,Great scene yeah?,joy,"00:18:43,372","00:18:44,705"
2136,"Oh you’re awesome! And, in that last speech? You soaked me.",joy,"00:18:44,957","00:18:48,584"
2138,Here’s your call sheet for tomorrow.,neutral,"00:18:49,169","00:18:52,255"
2139,I know.,neutral,"00:20:04,828","00:20:07,997"
2140,"So Chandler, your parents must’ve been thrilled when you told them you were engaged.",joy,"00:09:26,023","00:09:29,734"
2141,"Oh yeah, I should probably call them.",neutral,"00:09:29,986","00:09:32,195"
2142,I remember when we first got engaged.,joy,"00:09:33,239","00:09:35,490"
2143,"Oh, I don’t think I ever heard that story.",neutral,"0:09:35,700","0:09:37,222"
2145,"Well, I’d gotten Judy pregnant. I still don’t know how that happened.",joy,"00:09:38,077","00:09:43,999"
2146,You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!,disgust,"00:09:44,166","00:09:48,503"
2147,What a sweet story.,neutral,"00:09:51,507","00:09:53,258"
2148,"Well, at least you’re not hearing it for the first time at your fifth grade Halloween party.",disgust,"00:09:54,343","00:09:57,220"
2149,What?! They wanted a scary story!,surprise,"00:09:57,471","00:09:59,097"
2150,"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund.",joy,"00:10:00,725","00:10:09,190"
2151,What?,surprise,"0:10:12,278","0:10:13,154"
2152,"You tell her Jack, I can’t do it.",fear,"0:10:13,154","0:10:14,981"
2153,What happened? You still have the Monica wedding fund don’t you?,surprise,"00:10:15,197","00:10:17,699"
2154,"We have it. Only now, we call it the beach house.",neutral,"00:10:17,867","00:10:21,119"
2155,"After applying the Waxine and linen strips to leg number one,",neutral,"00:07:25,945","00:07:28,905"
2156,Did that!,joy,"00:07:29,073","00:07:30,532"
2157,Grasp one of the linen strips by its ‘easy grab tab’ and pull it off in one quick pain free motion.,neutral,"00:07:31,367","00:07:37,706"
2158,Okay.  Ow!!!!! Ow-oh-oh!,surprise,"00:07:38,207","00:07:43,044"
2159,Was it not pain-free?,surprise,"00:07:41,544","00:07:43,044"
2160,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",disgust,"00:07:44,380","00:07:50,010"
2161,"Huh, well, the girls in the satin nighties on the commercial don’t seem to think it’s that bad.",neutral,"00:07:51,637","00:07:55,515"
2162,That’s because their nerves are probably deadened from being so stupid.,anger,"00:07:55,683","00:07:58,852"
2163,"But hey, y'know if you don’t believe me, please, by my guest.",neutral,"00:08:00,605","00:08:04,858"
2164,Ow-ow-ow-ow! Oh my God!!!,surprise,"00:08:06,777","00:08:08,987"
2170,"Now umm, remember I’m still learning.",neutral,"00:21:21,113","00:21:24,865"
2171,"One, two, three, four!",neutral,"00:21:34,584","00:21:36,794"
2172,You know the song! Sing along!,joy,"00:21:54,980","00:21:57,481"
2173,So?,neutral,"00:22:14,708","00:22:15,916"
2174,No!,sadness,"00:22:16,626","00:22:17,793"
2175,Oh my God! That’s David!,surprise,"00:08:45,608","00:08:47,234"
2176,David who?,neutral,"00:08:47,610","00:08:49,402"
2177,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",sadness,"00:08:49,570","00:08:55,700"
2178,Oh my God!,surprise,"00:08:54,617","00:08:55,700"
2179,"Oh, you say someone’s name enough, they turn around.",neutral,"00:08:55,868","00:08:58,078"
2180,Phoebe?,surprise,"00:09:01,082","00:09:03,708"
2181,David!  What-what are you doing here? Aren’t you supposed to be in Russia?,surprise,"00:09:06,337","00:09:09,464"
2182,"Yeah, I’m just, I’m just in town for a conference. Umm,",neutral,"00:09:09,632","00:09:12,008"
2183,Well… Yeah. You look great too. Did you get a haircut?,joy,"00:09:17,139","00:09:22,018"
2184,Yeah. Well I-I got like thirty of them.,neutral,"00:09:22,311","00:09:24,771"
2185,Yeah.,neutral,"00:09:24,939","00:09:26,273"
2186,Yes! Santa's coming!,joy,"00:06:48,324","00:06:51,785"
2187,"Hey, uh, I’m really, really sorry about what happened in the cafeteria today.",sadness,"0:01:12,739","0:01:23,167"
2188,"It’s no big deal. Hey, y’know, you do what you gotta do. Right?",neutral,"0:01:23,167","0:01:23,306"
2189,"But hey, it’s not just me, I mean the scientists and the tour guides",neutral,"00:04:35,024","00:04:40,028"
2190,Whatever.,neutral,"00:16:03,879","00:16:04,963"
2192,"Okay, Mon, back me up here.",neutral,"0:12:18,112","0:12:19,338"
2193,"Where you work the uh, waiters eat with the waiters, right?",neutral,"00:12:19,488","00:12:22,657"
2194,"And the chefs eat with the other chefs, right?",neutral,"00:12:22,867","00:12:25,368"
2195,I eat by myself in the alley because everybody hates me.,sadness,"00:12:25,661","00:12:29,998"
2196,"Look, Ross, really it’s-it’s no big deal.",neutral,"00:12:32,293","00:12:38,339"
2197,"Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.",sadness,"00:12:35,880","00:12:42,302"
2198,"Y’know, hey I understand.",neutral,"0:12:42,511","0:12:43,683"
2199,Y’know?,neutral,"0:12:43,683","0:12:43,984"
2200,"Hey, when I’m in a play and you’re in the audience, I don’t talk to you, right?",neutral,"00:12:44,221","00:12:48,933"
2201,"So it’s y’know, it’s uh, it’s cool.",neutral,"00:12:49,852","00:12:52,187"
2202,I’ll see you tomorrow.,neutral,"00:12:52,438","00:12:53,938"
2203,"Yeah, when we’re in the audience he doesn’t talk to us, but he does wave.",neutral,"00:12:57,067","00:13:00,069"
2204,You did look like an idiot.,joy,"00:06:44,612","00:06:46,780"
2205,"Hey, I wasn't the only one who looked like an idiot.",neutral,"0:06:47,949","0:06:50,202"
2206,All right?,neutral,"0:06:50,202","0:06:50,606"
2207,"Remember when Ross tried to say, ""Butternut squash?""",joy,"00:06:51,285","00:06:53,912"
2208,"And it came out, ""Squatternut buash?""",joy,"00:06:54,080","00:06:57,499"
2209,Yeah that's the same.,neutral,"00:06:59,919","00:07:02,170"
2210,That's it. That's my worse Thanksgiving.,sadness,"00:07:04,006","00:07:05,799"
2211,Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,neutral,"00:07:05,967","00:07:13,723"
2213,"Umm, I-I really don't want to tell this story.",sadness,"00:07:13,891","00:07:16,351"
2214,"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.",neutral,"00:07:16,519","00:07:21,648"
2215,"Y'know, for me anyway.",sadness,"0:07:22,859","0:07:24,381"
2216,"And of course, the Indians.",sadness,"0:07:24,381","0:07:25,783"
2217,"Look umm, of all people, you do not want me to tell this story!",anger,"00:07:27,363","00:07:30,240"
2218,"Hi, guys.",neutral,"00:10:38,471","00:10:39,471"
2219,Hi! Phoebe.,joy,"0:10:39,639","0:10:40,265"
2220,Hi Phoebe.,neutral,"0:10:40,265","0:10:42,119"
2221,"I-I wanted to apologise if I—y’know seemed a tad edgy yesterday at my shower. Y’know it’s just the hormones, y’know.",sadness,"00:10:42,433","00:10:51,399"
2222,No we,neutral,"0:10:51,609","0:10:52,321"
2223,Hormones.,neutral,"0:10:52,321","0:10:52,905"
2224,"hormones, yeah.",neutral,"0:10:52,905","0:10:54,073"
2225,Your parents’?,neutral,"0:11:49,083","0:11:49,685"
2226,"Yeah, they’re out of town.",neutral,"0:11:49,685","0:11:50,769"
2227,Ohh.,surprise,"00:11:50,876","00:11:52,585"
2228,"Yeah-yeah, it’s this",neutral,"00:11:52,753","00:11:56,673"
2229,Yeah that works.,neutral,"00:12:00,000","00:12:02,387"
2230,They-they-they can smell fear.,fear,"00:12:04,682","00:12:06,015"
2231,Bing! Ho! And the Bing-ette!,joy,"00:03:38,593","00:03:41,970"
2232,"Honey, you remember my boss Doug right?",neutral,"0:03:42,138","0:03:44,307"
2233,"Yes, hi.",neutral,"0:03:44,307","0:03:44,886"
2234,"Hi. So good news, the divorce is final. I signed the papers this A.M.",joy,"00:03:44,974","00:03:49,394"
2235,"I didn’t know you and Carol were getting divorced, I’m sorry.",sadness,"00:03:49,562","00:03:52,022"
2236,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",joy,"00:03:52,190","00:04:01,365"
2237,No leg-chewing for us sir.,neutral,"00:03:56,653","00:04:01,365"
2238,"Oh well, give it time.",neutral,"00:04:01,532","00:04:03,200"
2239,"So the divorce, the marriage, we’ve got a lot to celebrate.",joy,"00:04:04,452","00:04:08,622"
2240,How about we all go out to dinner tomorrow night?,neutral,"00:04:08,790","00:04:11,667"
2242,"Tomorrow night it is then, I should be out of court by six.",joy,"00:04:17,548","00:04:25,847"
2243,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,joy,"00:04:20,551","00:04:25,847"
2244,"Okay, I’ll see you tomorrow!",joy,"00:04:26,015","00:04:28,058"
2245,"Just so you know, we’re not seeing him tomorrow.",neutral,"00:04:28,226","00:04:31,019"
2246,I-I cannot spend another evening with that man.,disgust,"00:04:32,021","00:04:34,106"
2247,Do you remember how he behaved at our wedding?,disgust,"00:04:34,274","00:04:36,275"
2248,No.,neutral,"00:04:36,442","00:04:38,694"
2249,That’s because he wasn’t invited because of the way he behaved at our engagement party.,disgust,"00:04:36,442","00:04:41,905"
2250,"Oh yeah. Boy, urine cuts",disgust,"00:04:42,073","00:04:46,326"
2251,"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs",neutral,"00:12:18,279","00:12:24,409"
2252,"How many times have I told you guys, you",neutral,"00:12:27,121","00:12:32,167"
2253,Hi Chandler.,neutral,"0:12:33,043","0:12:33,895"
2254,Hey!,neutral,"0:12:33,895","0:12:34,772"
2255,"Uh, listen, I need that broiling pan that Joey borrowed the other day.",neutral,"00:12:34,879","00:12:37,714"
2256,"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",sadness,"00:12:37,882","00:12:47,432"
2257,William Sonoma,neutral,"00:12:44,430","00:12:47,432"
2258,Expect it in 4-6 weeks.,neutral,"00:12:47,600","00:12:49,225"
2259,"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.",neutral,"00:12:50,936","00:12:59,277"
2260,"Yeah, so?",neutral,"00:12:57,777","00:12:59,277"
2261,"Well I just, thought maybe you'd wanna book some time with the best you'd ever had.",neutral,"00:12:59,445","00:13:04,574"
2262,"Y'know what, champ? I think I'll pass.",neutral,"00:13:05,618","00:13:09,037"
2263,Why?,surprise,"0:13:09,538","0:13:10,050"
2264,Why?,neutral,"0:13:10,050","0:13:12,099"
2265,What's your point?,neutral,"00:13:25,054","00:13:26,679"
2266,"So uh, what’s your name?",neutral,"00:05:35,335","00:05:41,840"
2267,It's Jake.,neutral,"00:05:39,589","00:05:41,840"
2268,"Joey.  Hey Jake, do you like the Knicks?",neutral,"00:05:39,589","00:05:44,551"
2269,"Yeah, big fan.",neutral,"00:05:42,008","00:05:44,551"
2270,"Me too! There’s a game on Tuesday, do you wanna go?",joy,"00:05:44,719","00:05:48,388"
2271,Yeah that would be great! Let me make sure I’m not doing anything Tuesday.,joy,"00:05:48,556","00:06:05,739"
2272,Ugh.  Ross!,disgust,"00:21:58,608","00:22:00,735"
2273,Hi! Sorry I’m late. Were you sleeping?,neutral,"00:21:58,608","00:22:03,446"
2274,"Ahh, nooo!!",joy,"00:22:02,000","00:22:03,446"
2275,"Oh, great!",joy,"00:22:03,613","00:22:04,989"
2276,"Listen, oh I had to get you a whole new battery.",neutral,"00:22:06,158","00:22:09,452"
2277,"I got you the best one I could, ‘cause that’s not where you want to skimp.",neutral,"00:22:06,158","00:22:11,495"
2278,"You’re a genius, Ross.",joy,"00:22:11,705","00:22:12,830"
2279,"Yeah, well it came to about $112, but what the hell, just call it an even 110?",neutral,"00:22:13,081","00:22:20,629"
2280,"Okay, I’ll pay you tomorrow.",neutral,"00:22:18,587","00:22:20,629"
2283,"So they ah, they all took off, it was pretty hard watching them go, y'know?",sadness,"00:22:20,839","00:22:26,635"
2284,"Yeah, okay, bye.",neutral,"00:22:26,887","00:22:28,471"
2285,So I’m gonna take off then!,neutral,"00:22:32,517","00:22:34,769"
2286,"Hey! Oh right, tonight was your party.",surprise,"00:18:30,192","00:18:33,194"
2287,"Oh wow, you look great! Glad you could make it.",joy,"00:18:33,403","00:18:35,530"
2288,"Oh well, y'know, the gala had to end sometime.",neutral,"00:18:35,739","00:18:39,492"
2289,"Don't go anywhere, I'll be right back.",neutral,"00:18:39,660","00:18:41,577"
2290,"Yeah, sure.  All right, whose court is the ball in now?",neutral,"00:18:41,745","00:18:47,708"
2291,I thought there wasn't a ball?,neutral,"00:18:48,293","00:18:49,919"
2292,"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!",neutral,"00:18:51,880","00:19:01,681"
2293,"Rachel, this is my friend Tom.",neutral,"00:19:00,055","00:19:01,681"
2294,"Oh, go on! You telling people about me?",surprise,"00:19:04,726","00:19:07,937"
2295,You two could really hit it off! I'm gonna go mingle.,joy,"00:19:08,147","00:19:12,859"
2296,So you work at,neutral,"00:19:14,820","00:19:19,365"
2297,"Yeah, okay, at ease solider!",neutral,"00:19:25,122","00:19:28,040"
2298,I'm sorry?,surprise,"00:19:29,835","00:19:30,877"
2299,"No, it's all right, you can just drop the act Tommy.",neutral,"00:19:31,044","00:19:34,042"
2304,"I'm gonna go talk to uh, a friend.",sadness,"00:19:41,805","00:19:44,473"
2305,"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""",disgust,"00:19:44,683","00:19:49,770"
2306,Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,joy,"00:19:53,734","00:19:59,447"
2307,I think I need a drink.,neutral,"00:20:01,491","00:20:02,617"
2308,Yeah!,joy,"00:20:02,784","00:20:04,285"
2309,"Hey, Pheebs?",neutral,"00:16:46,338","00:16:47,380"
2310,"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",anger,"00:16:47,548","00:16:51,843"
2311,"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.",sadness,"00:16:53,562","00:17:06,566"
2312,"And-and I promise, I won't touch a guitar until you say I'm ready.",neutral,"00:17:06,734","00:17:10,445"
2313,You really think I'm ready?,surprise,"0:17:19,872","0:17:20,844"
2314,Uh-huh!,joy,"0:17:20,844","0:17:22,006"
2315,Wow! Cool!,joy,"00:17:23,250","00:17:25,334"
2316,Was the chord at least right,neutral,"0:17:45,522","0:17:47,044"
2317,No!,anger,"0:17:47,044","0:17:48,488"
2318,"Well, this has been fun.",neutral,"00:21:42,801","00:21:44,677"
2319,"Yes. Yes, thanks for letting me use your phone... and for saving my life.",joy,"00:21:44,928","00:21:50,599"
2320,"Well, goodbye Chandler. I had a great blackout.  See ya.",neutral,"00:21:52,102","00:21:58,065"
2321,"Hi, um, I'm account number 7143457.",neutral,"00:22:13,373","00:22:19,545"
2322,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",neutral,"00:22:19,755","00:22:31,432"
2323,We’re beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....,neutral,"00:13:18,881","00:13:30,767"
2324,I’m really glad we came.  You’re so pretty. I love you.,joy,"00:13:22,384","00:13:35,897"
2325,"Okay, that’s a fire. Oh yeah. Oh yeah.",neutral,"00:10:11,027","00:10:15,405"
2326,"Excuse me, I’m sorry, I’m gonna have to call you back, I’ve got a Schemp in my office.",neutral,"00:10:15,573","00:10:19,200"
2327,What are you doing?,neutral,"0:10:22,455","0:10:23,837"
2328,I’m sorry.,neutral,"0:10:23,837","0:10:24,589"
2329,"But ah, hey, oh, somebody’s off the phone, how ‘bout a glass of wine by the fire, I could get it going again.",neutral,"00:10:24,707","00:10:31,296"
2330,"Ross you’re not listening to me, I don’t have time to stop.",neutral,"00:10:31,464","00:10:35,050"
2331,"Come on Rach, you don’t have what, ten minutes?",neutral,"0:10:35,217","0:10:37,189"
2332,I don’t have ten minutes!!,anger,"0:10:37,189","0:10:38,183"
